textid,words,sylls,ltrvec,perf,isrhymed
815,broke beware spoke far,oke are oke ar,A B A B,1 1 1 0,1
816,war acquit are wit,ar uit are it,A B A B,1 0 0 1,1
817,sway obey thine decline must dust feels wheels sense hence heads beds will kill lay prey,ay ey ine ine ust ust els els ense ence ads eds ill ill ay ey,A A B B C C D D E E F G H H A A,1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1,1
818,plough brow skin seen graces faces assignd kind frame came name,ough ow in een es es ignd ind ame ame ame,A A B C D D E F G G G,1 1 1 1 0 0 0 1 1 1 1,1
819,built size gilt wise,uilt ize ilt ise,A B A B,1 1 1 1,1
820,cell fear dwell there,ell ear ell ere,A B A B,1 1 1 1,1
821,made admird laid retird,ade ird aid ird,A B A B,1 1 1 1,1
822,sage charge age large,age arge age arge,A B A B,1 1 1 1,1
823,kind me find be,ind e ind e,A B A B,1 1 1 1,1
824,ill skill home tomb strong along pace trace way sway,ill ill ome omb ong ong ace ace ay ay,A A B B D D E E F F,1 1 1 1 1 1 1 1 1 1,1
825,sustains reins health wealth smiles beguiles fate intreat decay away,ins ins ealth ealth iles iles ate eat ay ay,A A B B C C D D F F,0 0 1 1 0 0 1 1 1 1,1
826,sage engage go so away say,age age o o ay ay,A A B B C C,1 1 1 1 1 1,1
827,sight plight goodnight thought brought dress confess away lay,ight ight ight ought ought ess ess ay ay,A A A B B C C D D,1 1 1 1 1 1 1 1 1,1
828,worm reform love improve,orm orm ove ove,A A B B,1 1 1 1,1
829,within gin she see take rake make,in in e ee ake ake ake,A A B B C C C,1 1 1 1 1 1 1,1
830,part heart bore swore side defyd tyd sore wore admird desird,art eart ore ore ide yd yd ore ore ird ird,A A B B C D D B B E E,1 1 1 1 1 0 0 1 1 1 1,1
831,feet meet race face mind bind still kill,eet eet ace ace ind ind ill ill,A A B B C C D D,1 1 1 1 1 1 1 1,1
832,speech reach cry fly said afraid rats brats cats foe know thing wing cock clock steal meal puss us,eech each y y aid aid ats ats ats oe ow ing ing ock ock eal eal uss us,A A B B C C D D D E E F F G G H H I I,1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 0,1
833,more door dine wine outshine,ore oor ine ine ine,A A B B B,1 0 1 1 1,1
834,see thee france dance packd wreckd land mannd understand these ease,ee ee ance ance ackd eckd and annd and ese ease,A A B B C D E F E G G,1 1 1 1 0 0 1 0 1 1 1,1
835,age engage stage,age age age,A A A,1 1 1,1
836,grace adorn face place scorn,ace orn ace ace orn,A B A A B,1 1 1 1 1,1
837,part vain art heart again,art ain art eart ain,A B A A B,1 1 1 1 1,1
838,pressd admire dressd best desire,essd ire essd est ire,A B A C B,0 1 0 1 1,1
839,ends glass amends pretends ass,ends ass ends ends ass,A B A A B,1 1 1 1 1,1
840,fulfill will oer more store,ill ill oer ore ore,A A B C C,1 1 0 1 1,1
841,release cease convey clay rides provides charge large declard interrd state weight,ease ease ey ay ides ides arge arge ard errd ate eight,A A B B C C D D E F G G,1 1 1 1 1 1 1 1 1 0 1 0,1
842,joy employ own shown groan changd ranged,oy oy own own oan angd anged,A A B B B C D,1 1 1 1 0 0 0,1
843,flies suffice porch church kept slept borne overturn dead lead breast rest friend spend end,ies ice orch urch ept ept orne urn ead ead east est iend end end,A B C C D D E F G G H H I I I,0 1 1 0 1 1 0 1 1 1 1 0 1 1 1,1
844,sight delight way play pass grass ply try arise prize case place wiles smiles knows blows lost cost,ight ight ay ay ass ass y y ise ize ase ace iles iles ows ows ost ost,A A B B C C D D E E C C F F G G H H,1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1,1
845,crys skys set met bears tears shown own come doom prays case weighd made guide slide read lead,ys ys et et ars ars own own ome oom ays ase eighd ade uide ide ead ead,A A B B C C D D E F G H I J K K J J,0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 0 0,1
846,bred bed digest rest pursud renewd faint complaint,ed ed est est ursud ewd aint aint,A A B B C D E E,1 1 1 1 0 1 1 1,1
847,allay play away increase peace case face,ay ay ay ease eace ase ace,A A A B B C C,1 1 1 1 1 1 1,1
848,feel steel burns returns disease whatyouplease lives wives fees degrees,eel eel urns urns ease ease ives ives ees ees,A A B B C C D D C C,1 1 0 0 1 1 0 0 0 0,1
849,pains remains rejoins signs confirm harm still kill pleasd seizd,ins ins ins igns irm arm ill ill easd eizd,A A A B C D E E F G,0 0 0 0 1 1 1 1 0 0,0
850,repels tells shells thence dispense endures cures part heart,els ells ells ence ense ures ures art eart,A B B C C D D E E,0 0 0 1 1 0 0 1 1,1
851,attend friend fast last agree see,end iend ast ast ee ee,A A B B C C,1 0 1 1 1 1,1
852,bring king round bound hand stand young tongue rear there fear thine line inspire fire,ing ing ound ound and and oung ue ear ere ear ine ine ire ire,A A B B C C D D E E E F F G G,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1,1
853,foe shew blow,oe ew ow,A B A,1 1 1,1
854,sung young voice choice show go swain train appear year,ung oung oice oice ow o ain ain ear ear,A A B B C C D D E E,1 0 1 1 1 1 1 1 1 1,1
855,fame name pay day raise praise declare were peer here see be drownd found times crimes express dress adorn born,ame ame ay ay aise aise are ere eer ere ee e ownd ound imes imes ess ess orn orn,A A B B C C D D D D B B E F G G H H I I,1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1,1
856,love move appears endears lie eye hit wit show below trace face mind find,ove ove ars ars ie ye it it ow ow ace ace ind ind,A A B B C C D D E E F F G G,1 1 0 0 1 1 1 1 1 1 1 1 1 1,1
857,rise defies appears wears green seen,ise ies ars ars een een,A A B B C C,1 1 0 0 1 1,1
858,fire desire demand hand art heart way survey sweet meet presage age,ire ire and and art eart ay ey eet eet age age,A A B B C C D D E E F F,1 1 1 1 1 1 1 1 1 1 1 1,1
859,heretofore store renown crown know bestow wing sing,ore ore own own ow ow ing ing,A A B B C C D D,1 1 1 1 1 1 1 1,1
860,fears cares design line bride allyd,ars ares ign ine ide yd,A B C C D E,0 1 1 1 1 0,2
861,inditing writing friends ends providing riding ditty city allusions confusions,ing ing ends ends ing ing y y ons ons,A A B B A A C C D D,1 1 1 1 1 1 1 1 0 0,1
862,wellknown own gay way tossing crossing guided divided followd hollowd,own own ay ay ing ing uided ided owd owd,A A B B C C D E F F,1 1 1 1 1 1 0 0 0 0,1
863,booted quoted discover over sweating getting dejections reflections ended befriended,ooted uoted er er ing ing ons ons ended iended,A B C C D D E E F G,0 0 0 0 1 1 0 0 0 0,0
864,swaying playing fashion nation wiser miser sums plumbs minute it,ying ying ion ion er er ums umbs ute it,A A B B C C D E F G,0 0 0 0 0 0 0 0 1 1,0
865,raise bays rather gather spirit merit betters letters,aise ays er er it it ers ers,A A B B C C D D,1 1 0 0 1 1 0 0,1
866,breeding proceeding rewarded discarded disgraces places quarter morter,ing ing arded arded es es er er,A A B B C C D D,1 1 0 0 0 0 0 0,1
867,on northbriton known own town renown seen spleen brag rag you you heroes maroes,on on own own own own een een ag ag ou ou oes oes,A A A A A A B B C C D D E E,1 1 0 0 0 0 1 1 1 1 0 0 0 0,1
868,slumbers numbers em em conscience nonsense,ers ers em em ience ense,A A B B C D,0 0 1 1 0 0,1
869,sing thing bring endeavours favours worse purse you you,ing ing ing urs urs orse urse ou ou,A A A B B C C D D,1 1 1 0 0 1 0 0 0,1
870,bowing allowing fancies romances discourses enforces pit wit advances chances use produce,ing ing ies es es es it it es es use uce,A A B C C C D D C C E E,1 1 0 0 0 0 1 1 0 0 1 1,1
871,revive thrive private at us parnassus,ive ive ate at us us,A A B B C C,1 1 1 0 1 1,1
872,dry lie decay stay pride ride lay play appears tears heed speed bestow know high sky,y ie ay ay ide ide ay ay ars ars eed eed ow ow igh y,A A B B C C B B D D E E F F A A,1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1,1
873,born turn brow bow reflect direct overcast past get set keep deep,orn urn ow ow ect ect ast ast et et eep eep,A A B B C C D D E E F F,1 0 1 1 1 1 1 1 1 1 1 1,1
874,boast frost give live turn mourn days praise,oast ost ive ive urn ourn ays aise,A A B B C C D D,1 1 1 1 1 0 0 0,1
875,grows rose become tomb mixt fixt,ows ose ome omb ixt ixt,A A B B D D,0 0 1 1 1 1,1
876,be thee pursues lose days raise conferrd heard run shun decline shine repair there,e ee ues ose ays aise errd eard un un ine ine air ere,A A B C D D E F G G H H I I,1 1 0 1 0 0 0 1 1 1 1 1 1 1,1
877,found round pursud viewd lie sky below grow plain remain pass grass,ound ound ursud iewd ie y ow ow ain ain ass ass,A A B C D D E E F F G G,1 1 0 0 1 1 1 1 1 1 1 1,1
878,below know find mind enjoys employs destroys thing wing,ow ow ind ind oys oys oys ing ing,A A B B C C C D D,1 1 1 1 0 0 0 1 1,1
879,place face bowl soul craves enslaves mankind find knows grows,ace ace owl oul aves aves ind ind ows ows,A A B B C C D D E E,1 1 1 1 0 0 1 1 0 0,1
880,stings brings shuns runs flames aims be extasie fit wit,ings ings uns uns ames ims e ie it it,A A B B C D E E F F,0 0 0 0 0 0 1 0 1 1,1
881,heaven givn destroy joy,en ivn oy oy,A B C C,1 0 1 1,2
882,design line race grace below grow sphere share,ign ine ace ace ow ow ere are,A A B B C C D D,1 1 1 1 1 1 1 0,1
883,intent lent retire choir inspire store before remain pain close repose,ent ent ire oir ire ore ore ain ain ose ose,A A B C B D D E E F F,1 1 1 0 1 1 1 1 1 1 1,1
884,name fame lies wise behold told possest guest sleeps weeps grave save head stead pen men enjoyd hide,ame ame ies ise old old est est eps eps ave ave ead ead en en oyd ide,A A B B C C D D E E F F G G H H I J,1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1,1
885,disbelieve give blood good cease peace grief relief above love writ submit rise skies birth earth diffuse dews,ieve ive ood ood ease eace ief ief ove ove it it ise ies irth earth use ews,A A B B C C D D E E F F G G H H I I,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
886,powrs yours speech teach breach fled shed dead verse herse gloom tomb air fair engage age cast last,owrs urs eech each each ed ed ead erse erse oom omb air air age age ast ast,A B C C C D D D E E F F G G H H I I,0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
887,lay day shown own seen green days praise shews grows tongue sprung drawn lawn game flame mild child,ay ay own own een een ays aise ews ows ue ung awn awn ame ame ild ild,A A B B C C D D E F G G I I J J K K,1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1,1
888,pains strains began man end friend moves groves pursue view involves resolves,ins ins an an end iend oves oves ue iew olves olves,A A B B C C D D E E F F,0 0 1 1 1 0 0 0 1 0 0 0,1
889,way stray delight endite,ay ay ight ite,A A B B,1 1 1 1,1
890,repair care impart divert,air are art ert,A A B B,1 1 1 0,1
891,vein strain pain fails tales,ein ain ain ils ales,A A A B C,1 1 1 0 0,1
892,skies cries despise stage rage arts parts,ies ies ise age age arts arts,A A A B B C C,0 0 0 1 1 0 0,1
893,bestow flow horse force down town,ow ow orse orce own own,A A B B C C,1 1 1 1 1 1,1
894,taste bombast fright recite fight,aste ast ight ite ight,A A B B B,1 0 1 1 1,1
895,repair air smart heart dart reigns plains,air air art eart art igns ins,A A B B B C D,1 1 1 1 1 0 0,1
896,woods floods,ods ods,A A,0 0,1
897,dreams streams keep sleep thoughts faults provoke stroke spite write,ams ams eep eep ughts ults oke oke ite ite,A A B B C D E E F F,0 0 1 1 0 0 1 1 1 1,1
898,supply reply dry swarm warm,y y y arm arm,A A A B B,1 1 1 1 1,1
899,reserve starve carve,erve arve arve,A A A,1 0 0,1
900,ease please,ease ease,A A,1 1,1
901,reigns gains maintains goes knows possest rest,igns ins ins oes ows est est,A B B C D E E,0 0 0 0 0 1 1,2
902,task ask told old,ask ask old old,A A B B,1 1 1 1,1
903,skill fill defend attend curs furrs divides decides fold old advice trice ice,ill ill end end urs urrs ides ides old old ice ice ice,A A B B C D E E F F G G G,1 1 1 1 0 0 1 1 1 1 1 1 1,1
904,brain retain rank bank took broke supplyd cryd ill kill,ain ain ank ank ook oke yd yd ill ill,A A B B C C D D E E,1 1 1 1 1 0 0 0 1 1,1
905,replies eyes left bereft sent prevent harm warm arm,ies eyes eft eft ent ent arm arm arm,A B C C D D E E E,0 0 1 1 1 1 1 1 1,1
906,true ensue gains plains defame blame erects protects prepares appears extream theme persist chest,ue ue ins ins ame ame ects ects ares ars eam eme ist est,A A B B C C D D E E C C F G,1 1 0 0 1 1 0 0 1 0 0 0 1 1,1
907,day display find designd recess peace,ay ay ind ignd ess eace,A A B C D E,1 1 1 0 1 1,2
908,delight night invite joys eyes cries part heart times crimes please ease,ight ight ite oys eyes ies art eart imes imes ease ease,A A A B C D E E F F G G,1 1 1 0 0 0 1 1 1 1 1 1,1
909,rejoins designs prizd despisd,ins igns izd isd,A B C D,0 0 0 0,0
910,see me return mourn born,ee e urn ourn orn,A A B B B,1 0 1 0 0,1
911,admires praise inspires ways convey outdone day begun,ires aise ires ays ey one ay un,A B A B C D C D,0 1 0 1 1 1 1 0,1
912,taste contend last end,aste end ast end,A B A B,1 1 0 1,1
913,law mind draw confind care despair owe flow been win,aw ind aw ind are air owe ow een in,A B A B C C D D E E,1 1 1 1 1 1 0 0 1 0,1
914,brain awakes depends vain lends takes ties impose eyes bestows,ain akes ends ain ends akes ies ose eyes ows,A B C A C B D E F E,1 0 1 1 1 0 0 1 0 1,1
915,return gave have borne,urn ave ave orne,A B B C,1 1 1 0,2
916,score restore debt set light taught slight ought thought requite,ore ore ebt et ight aught ight ought ought uite,A A B B D E D E E D,1 1 0 1 1 1 1 1 1 0,1
917,cease peace follow apollo rhimes times praise bays demand tannd allow brow writ wit pursue you,ease eace ow o imes imes aise ays and annd ow ow it it ue ou,A A B B C C D D E F B B G G H I,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0,1
918,mean queen age engage declare fair use abuse undermine join aim claim desert heart gaind maintaind she me charms terms,ean een age age are air use use ine oin aim aim ert eart aind aind e e arms erms,A A B B C C D D E E F F G G H H I I J K,1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0,1
919,told old hold,old old old,A A A,1 1 1,1
920,beguiles smiles controul soul art heart inspires fires admires pain brain,iles iles oul oul art eart ires ires ires ain ain,A A B B C C D D D E E,0 0 1 1 1 1 0 0 0 1 1,1
921,wield shield size eyes oppose foes shown own life wife,ield ield ize eyes ose oes own own ife ife,A A B C D D E E F F,1 1 1 0 1 1 1 1 1 1,1
922,same flame approve love wrought thought place grace infuse sistermuse excuse,ame ame ove ove ought ought ace ace use use use,A A B B C C D D E E E,1 1 1 1 1 1 1 1 1 1 1,1
923,judge drudge debasd defacd laws cause awe draw surprize rise,udge udge asd acd aws ause awe aw ize ise,A A B C D D E F G G,1 1 0 0 0 0 0 1 1 1,0
924,gaind obtaind verse rehearse writ wit air share fair,aind aind erse earse it it air are air,A A B C D D E E E,0 0 1 0 1 1 1 1 1,1
925,springs things due view praise lays,ings ings ue iew aise ays,A A B B C C,0 0 1 0 1 1,1
926,compel belle unexplored lord engage rage,el elle ored ord age age,A B C C E E,0 0 0 1 1 1,1
927,ray day shake awake ground sound prest rest bed head beau glow lay say,ay ay ake ake ound ound est est ed ead au ow ay ay,A A B B C C D D E E F G A A,1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
928,care air thought taught seen green angelpowrs flowrs know below conceald reveald give believe fly sky wing ring air chair old mould repair air fled dead regards cards alive survive expire retire flame name away tea gnome roam repair air,are air ought aught een een owrs owrs ow ow eald eald ive ieve y y ing ing air air old ould air air ed ead ards ards ive ive ire ire ame ame ay ea ome oam air air,A A B B C C D D E E F F G H I I J J A A K K A A L L M M G G N N O O P I Q Q A A,1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1,1
929,chaste embracd ease please maids masquerades spark dark desires fires know below,aste acd ease ease ids ades ark ark ires ires ow ow,A B C C D E F F G G H H,1 0 1 1 0 0 1 1 0 0 1 1,1
930,face embrace pride denyd brain train appear ear soul roll know beau,ace ace ide yd ain ain ear ear oul oll ow au,A A B C D D E E F F G H,1 1 1 0 1 1 1 1 1 0 1 0,1
931,stray way pursue new fall ball withstand hand part heart strive drive call all,ay ay ue ew all all and and art eart ive ive all all,A A B B C C D D E E F F C C,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
932,claim name air star impend descend where beware can man,aim ame air ar end end ere are an an,A A B B C C B B D D,1 1 1 0 1 1 1 1 1 1,1
933,long tongue true billetdoux read head,ong ue ue oux ead ead,A B B C D D,1 1 1 0 1 1,1
934,displayd laid adores powrs,ayd aid ores owrs,A B C D,0 1 0 0,0
935,appears rears side pride here appear toil spoil,ars ars ide ide ere ear oil oil,A A B B C C D D,0 0 1 1 1 1 1 1,1
936,unlocks box unite white rows billetdoux,ocks ox ite ite ows oux,A A B B C D,0 0 1 1 0 0,1
937,arms charms grace face arise eyes care hair gown own,arms arms ace ace ise eyes are air own own,A A B B C D E E F F,0 0 1 1 1 0 1 1 1 1,1
938,plain main beams thames shone alone wore adore disclose those extends offends strike alike pride hide fall all,ain ain ams ames one one ore ore ose ose ends ends ike ike ide ide all all,A A B C D D E E F F G G H H I I J J,1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
939,mankind behind deck neck detains chains betray prey ensnare hair,ind ind eck eck ins ins ay ey are air,A A B B C C D D E E,1 1 1 1 0 0 1 1 1 1,1
940,admird aspird way betray attends ends,ird ird ay ay ends ends,A A B B C C,1 1 1 1 1 1,1
941,implord adord built gilt gloves loves pyre fire eyes prize prayr air,ord ord uilt ilt oves oves yre ire eyes ize ayr air,A A B B C C D D F G H I,1 1 1 1 0 0 0 1 0 1 0 1,1
942,glides tides sky die play gay opprest breast air repair breathe beneath unfold gold sight light flew dew skies dyes flings wings mast placd sun begun,ides ides y ie ay ay est east air air eathe eath old old ight ight ew ew ies yes ings ings ast acd un un,A A B B C C D D E E F F G G H H I I J K L L D M N N,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1,1
943,ear hear assignd kind play day high sky light night below bow main rain preside guide own throne,ear ear ignd ind ay ay igh y ight ight ow ow ain ain ide uide own one,A A B C D D E E F F G G H H I I J J,1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0,1
944,fair care gale exhale flowrs showrs hairs airs bestow furbelow,air are ale ale owrs owrs irs irs ow ow,A A B B C C D D E E,1 1 1 1 0 0 0 0 1 1,1
945,fair care slight night law flaw brocade masquerade ball fall repair care consign thine lock shock,air are ight ight aw aw ade ade all all air are ign ine ock ock,A A B B C C D D E E A A F F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
946,note petticoat fail whale bound around,ote oat ail ale ound ound,A A B B C C,1 1 1 1 1 1,1
